2017-04-07 11:53:03 -> 支付id：1,充值的游戏渠道：tmfyol_60168_308,支付ip地址：117.171.211.59,手机imei码：863904030111834;
2017-04-08 19:52:28 -> 支付id：1,充值的游戏渠道：tmfyol_60168_293,支付ip地址：60.221.116.237,手机imei码：861617034607993;
2017-04-08 19:54:45 -> 支付id：1,充值的游戏渠道：default,支付ip地址：183.13.178.214,手机imei码：864394010742122;
2017-04-08 19:56:05 -> 支付id：1,充值的游戏渠道：default,支付ip地址：183.13.178.214,手机imei码：864394010742122;
2017-04-08 20:13:47 -> 支付id：1,充值的游戏渠道：jztl_60118_304,支付ip地址：123.135.39.59,手机imei码：864394010082123;
2017-04-08 20:40:58 -> 支付id：1,充值的游戏渠道：bzgl_60158_246,支付ip地址：223.104.101.29,手机imei码：869894020446833;
2017-04-08 20:59:34 -> 支付id：1,充值的游戏渠道：zlcs_60147_291,支付ip地址：117.172.24.208,手机imei码：869409022546603;
2017-04-08 20:59:35 -> 支付id：1,充值的游戏渠道：zlcs_60147_291,支付ip地址：117.172.24.208,手机imei码：869409022546603;
2017-04-08 21:01:33 -> 支付id：1,充值的游戏渠道：tmfyol_60168_283,支付ip地址：113.129.45.205,手机imei码：861405030732829;
2017-04-08 21:20:08 -> 支付id：1,充值的游戏渠道：jzcq_60129_169,支付ip地址：183.93.91.185,手机imei码：863193031499063;
2017-04-08 21:20:08 -> 支付id：1,充值的游戏渠道：jzcq_60129_169,支付ip地址：183.93.91.185,手机imei码：863193031499063;
2017-04-08 21:42:12 -> 支付id：1,充值的游戏渠道：jztl_60118_211,支付ip地址：112.17.245.194,手机imei码：865700020833330;
2017-04-08 21:48:24 -> 支付id：1,充值的游戏渠道：tmfyol_60168_283,支付ip地址：113.129.45.205,手机imei码：861405030732829;
2017-04-08 21:49:00 -> 支付id：1,充值的游戏渠道：tmfyol_60168_283,支付ip地址：113.129.45.205,手机imei码：861405030732829;
2017-04-08 21:49:38 -> 支付id：1,充值的游戏渠道：tmfyol_60168_283,支付ip地址：113.129.45.205,手机imei码：861405030732829;
2017-04-08 21:50:02 -> 支付id：1,充值的游戏渠道：zlcs_60147_291,支付ip地址：117.174.27.249,手机imei码：869409022546603;
2017-04-08 21:50:02 -> 支付id：1,充值的游戏渠道：zlcs_60147_291,支付ip地址：117.174.27.249,手机imei码：869409022546603;
2017-04-08 21:58:58 -> 支付id：1,充值的游戏渠道：jztl_60118_169,支付ip地址：43.250.200.159,手机imei码：862886035252393;
2017-04-08 21:59:48 -> 支付id：1,充值的游戏渠道：tmfyol_60168_225,支付ip地址：114.231.210.3,手机imei码：99000661645275;
2017-04-08 22:06:35 -> 支付id：1,充值的游戏渠道：ht_60172_273,支付ip地址：117.174.44.194,手机imei码：866609024551773;
2017-04-08 22:18:43 -> 支付id：1,充值的游戏渠道：tmfyol_60168_168,支付ip地址：60.180.187.61,手机imei码：864230030820797;
2017-04-08 22:27:51 -> 支付id：1,充值的游戏渠道：tmfyol_60168_283,支付ip地址：113.129.45.205,手机imei码：861405030732829;
2017-04-08 22:28:24 -> 支付id：1,充值的游戏渠道：tmfyol_60168_283,支付ip地址：113.129.45.205,手机imei码：861405030732829;
2017-04-08 22:28:58 -> 支付id：1,充值的游戏渠道：tmfyol_60168_283,支付ip地址：113.129.45.205,手机imei码：861405030732829;
2017-04-08 22:42:25 -> 支付id：1,充值的游戏渠道：djkw_60145_283,支付ip地址：1.31.85.175,手机imei码：863791033378027;
2017-04-08 22:42:25 -> 支付id：1,充值的游戏渠道：djkw_60145_283,支付ip地址：1.31.85.175,手机imei码：863791033378027;
2017-04-08 22:43:03 -> 支付id：1,充值的游戏渠道：djkw_60145_283,支付ip地址：1.31.85.175,手机imei码：863791033378027;
2017-04-08 22:43:03 -> 支付id：1,充值的游戏渠道：djkw_60145_283,支付ip地址：1.31.85.175,手机imei码：863791033378027;
2017-04-08 22:43:17 -> 支付id：1,充值的游戏渠道：tmfyol_60168_241,支付ip地址：61.243.119.47,手机imei码：863982032555455;
2017-04-08 22:43:20 -> 支付id：1,充值的游戏渠道：djkw_60145_283,支付ip地址：1.31.85.175,手机imei码：863791033378027;
2017-04-08 22:43:20 -> 支付id：1,充值的游戏渠道：djkw_60145_283,支付ip地址：1.31.85.175,手机imei码：863791033378027;
2017-04-08 22:53:10 -> 支付id：1,充值的游戏渠道：tmfyol_60168_168,支付ip地址：106.112.68.52,手机imei码：A10000543756D4;
2017-04-08 22:57:33 -> 支付id：1,充值的游戏渠道：tmfyol_60168_225,支付ip地址：114.231.210.3,手机imei码：99000661645275;
2017-04-08 23:13:32 -> 支付id：1,充值的游戏渠道：tmfyol_60168_225,支付ip地址：171.221.127.130,手机imei码：A1000052B4D065;
2017-04-08 23:30:35 -> 支付id：1,充值的游戏渠道：jztl_60118_169,支付ip地址：125.95.3.146,手机imei码：865852025870724;
2017-04-08 23:42:02 -> 支付id：1,充值的游戏渠道：jztl_60118_169,支付ip地址：125.95.3.146,手机imei码：868649026697701;
2017-04-08 23:43:24 -> 支付id：1,充值的游戏渠道：jztl_60118_169,支付ip地址：125.95.3.146,手机imei码：868649026697701;
2017-04-08 23:44:42 -> 支付id：1,充值的游戏渠道：jztl_60118_169,支付ip地址：125.95.3.146,手机imei码：868649026697701;
2017-04-08 23:45:10 -> 支付id：1,充值的游戏渠道：jztl_60118_169,支付ip地址：125.95.3.146,手机imei码：868649026697701;
2017-04-08 23:45:53 -> 支付id：1,充值的游戏渠道：jztl_60118_169,支付ip地址：125.95.3.146,手机imei码：868649026697701;
2017-04-08 23:46:35 -> 支付id：1,充值的游戏渠道：zlcs_60147_293,支付ip地址：223.104.1.146,手机imei码：861729034636854;
2017-04-08 23:46:36 -> 支付id：1,充值的游戏渠道：zlcs_60147_293,支付ip地址：223.104.1.146,手机imei码：861729034636854;
2017-04-08 23:46:43 -> 支付id：1,充值的游戏渠道：zlcs_60147_293,支付ip地址：223.104.1.146,手机imei码：861729034636854;
2017-04-08 23:46:52 -> 支付id：1,充值的游戏渠道：zlcs_60147_293,支付ip地址：223.104.1.146,手机imei码：861729034636854;
2017-04-08 23:47:53 -> 支付id：1,充值的游戏渠道：tmfyol_60168_168,支付ip地址：112.97.49.34,手机imei码：861543034178316;
2017-04-08 23:54:01 -> 支付id：1,充值的游戏渠道：jztl_60118_169,支付ip地址：125.95.3.146,手机imei码：868649026697701;
2017-04-08 23:55:33 -> 支付id：1,充值的游戏渠道：jztl_60118_304,支付ip地址：113.109.123.163,手机imei码：865473028809831;
2017-04-09 00:00:28 -> 支付id：1,充值的游戏渠道：tmfyol_60168_168,支付ip地址：112.97.49.34,手机imei码：861543034178316;
2017-04-09 00:12:50 -> 支付id：1,充值的游戏渠道：jztl_60118_301,支付ip地址：113.222.232.103,手机imei码：352709082227984;
2017-04-09 00:47:22 -> 支付id：1,充值的游戏渠道：tmfyol_60168_293,支付ip地址：223.104.175.113,手机imei码：865854025282223;
2017-04-09 00:49:56 -> 支付id：1,充值的游戏渠道：tmfyol_60168_293,支付ip地址：223.104.175.113,手机imei码：865854025282223;
2017-04-09 01:00:30 -> 支付id：1,充值的游戏渠道：zlcs_60147_168,支付ip地址：183.205.147.103,手机imei码：862096030760453;
2017-04-09 01:00:31 -> 支付id：1,充值的游戏渠道：zlcs_60147_168,支付ip地址：183.205.147.103,手机imei码：862096030760453;
2017-04-09 01:09:04 -> 支付id：1,充值的游戏渠道：jztl_60118_304,支付ip地址：113.200.106.19,手机imei码：863410035695201;
2017-04-09 01:14:21 -> 支付id：1,充值的游戏渠道：tmfyol_60168_269,支付ip地址：113.57.183.147,手机imei码：868721024017339;
2017-04-09 01:44:06 -> 支付id：1,充值的游戏渠道：jztl_60118_283,支付ip地址：123.53.141.90,手机imei码：860596038635823;
2017-04-09 01:49:07 -> 支付id：1,充值的游戏渠道：tmfyol_60168_168,支付ip地址：106.121.8.22,手机imei码：868062021266490;
2017-04-09 01:49:07 -> 支付id：1,充值的游戏渠道：tmfyol_60168_168,支付ip地址：106.121.8.22,手机imei码：868062021266490;
2017-04-09 01:57:06 -> 支付id：1,充值的游戏渠道：zlcs_60147_168,支付ip地址：183.205.147.103,手机imei码：862096030760453;
2017-04-09 01:57:07 -> 支付id：1,充值的游戏渠道：zlcs_60147_168,支付ip地址：183.205.147.103,手机imei码：862096030760453;
2017-04-09 01:57:38 -> 支付id：1,充值的游戏渠道：zlcs_60147_168,支付ip地址：183.205.147.103,手机imei码：862096030760453;
2017-04-09 01:58:19 -> 支付id：1,充值的游戏渠道：zlcs_60147_168,支付ip地址：183.205.147.103,手机imei码：862096030760453;
2017-04-09 01:58:27 -> 支付id：1,充值的游戏渠道：zlcs_60147_168,支付ip地址：183.205.147.103,手机imei码：862096030760453;
2017-04-09 01:58:38 -> 支付id：1,充值的游戏渠道：zlcs_60147_168,支付ip地址：183.205.147.103,手机imei码：862096030760453;
2017-04-09 02:03:11 -> 支付id：1,充值的游戏渠道：szol_60153_290,支付ip地址：117.75.19.244,手机imei码：862813038901693;
2017-04-09 02:03:11 -> 支付id：1,充值的游戏渠道：szol_60153_290,支付ip地址：117.75.19.244,手机imei码：862813038901693;
2017-04-09 02:03:15 -> 支付id：1,充值的游戏渠道：szol_60153_290,支付ip地址：117.75.19.244,手机imei码：862813038901693;
2017-04-09 02:03:25 -> 支付id：1,充值的游戏渠道：szol_60153_290,支付ip地址：117.75.19.244,手机imei码：862813038901693;
2017-04-09 02:16:27 -> 支付id：1,充值的游戏渠道：jztl_60118_273,支付ip地址：171.105.78.1,手机imei码：861874033702677;
2017-04-09 03:57:47 -> 支付id：1,充值的游戏渠道：tmfyol_60168_168,支付ip地址：101.247.200.92,手机imei码：861543034178316;
2017-04-09 03:58:01 -> 支付id：1,充值的游戏渠道：tmfyol_60168_168,支付ip地址：101.247.200.92,手机imei码：861543034178316;
2017-04-09 04:05:43 -> 支付id：1,充值的游戏渠道：gmdl_60181_292,支付ip地址：223.104.12.36,手机imei码：869296020871111;
2017-04-09 04:05:52 -> 支付id：1,充值的游戏渠道：gmdl_60181_292,支付ip地址：223.104.12.36,手机imei码：869296020871111;
2017-04-09 04:11:19 -> 支付id：1,充值的游戏渠道：tmfyol_60168_269,支付ip地址：39.188.122.61,手机imei码：862350033924297;
2017-04-09 04:11:32 -> 支付id：1,充值的游戏渠道：tmfyol_60168_269,支付ip地址：39.188.122.61,手机imei码：862350033924297;
2017-04-09 06:22:40 -> 支付id：1,充值的游戏渠道：tmfyol_60168_269,支付ip地址：223.104.64.2,手机imei码：865737027785295;
2017-04-09 06:35:03 -> 支付id：1,充值的游戏渠道：bzgl_60158_246,支付ip地址：117.136.75.100,手机imei码：862966031279333;
2017-04-09 07:45:15 -> 支付id：1,充值的游戏渠道：sczb_60089_246,支付ip地址：113.105.128.251,手机imei码：867905029720267;
2017-04-09 07:45:38 -> 支付id：1,充值的游戏渠道：sczb_60089_246,支付ip地址：113.105.128.251,手机imei码：867905029720267;
2017-04-09 09:35:52 -> 支付id：1,充值的游戏渠道：default,支付ip地址：14.156.229.13,手机imei码：353704050934074;
2017-04-09 09:35:53 -> 支付id：1,充值的游戏渠道：default,支付ip地址：14.156.229.13,手机imei码：353704050934074;
2017-04-09 09:37:35 -> 支付id：1,充值的游戏渠道：default,支付ip地址：14.156.229.13,手机imei码：862017039144713;
2017-04-09 09:37:36 -> 支付id：1,充值的游戏渠道：default,支付ip地址：14.156.229.13,手机imei码：862017039144713;
2017-04-09 09:37:39 -> 支付id：1,充值的游戏渠道：default,支付ip地址：14.156.229.13,手机imei码：862017039144713;
2017-04-09 09:37:54 -> 支付id：1,充值的游戏渠道：default,支付ip地址：14.156.229.13,手机imei码：862017039144713;
2017-04-09 09:47:36 -> 支付id：1,充值的游戏渠道：jztl_60118_169,支付ip地址：111.26.34.94,手机imei码：865587024738452;
2017-04-09 09:51:17 -> 支付id：1,充值的游戏渠道：jztl_60118_169,支付ip地址：43.250.200.70,手机imei码：864074036214054;
2017-04-09 10:09:00 -> 支付id：1,充值的游戏渠道：bzgl_60158_246,支付ip地址：140.224.190.223,手机imei码：862609037439457;
2017-04-09 10:10:36 -> 支付id：1,充值的游戏渠道：djkw_60145_269,支付ip地址：223.141.161.191,手机imei码：355098067360425;
2017-04-09 10:10:37 -> 支付id：1,充值的游戏渠道：djkw_60145_269,支付ip地址：223.141.161.191,手机imei码：355098067360425;
2017-04-09 10:16:05 -> 支付id：1,充值的游戏渠道：jztl_60118_304,支付ip地址：113.109.123.163,手机imei码：865473028809831;
2017-04-09 10:25:21 -> 支付id：1,充值的游戏渠道：gmdl_60181_290,支付ip地址：112.17.246.3,手机imei码：863708030153542;
2017-04-09 10:39:25 -> 支付id：1,充值的游戏渠道：zmq_60142_168,支付ip地址：61.158.152.227,手机imei码：863466039733679;
2017-04-09 11:00:37 -> 支付id：1,充值的游戏渠道：szol_60153_305,支付ip地址：175.42.163.209,手机imei码：869070028046566;
2017-04-09 11:00:38 -> 支付id：1,充值的游戏渠道：szol_60153_305,支付ip地址：175.42.163.209,手机imei码：869070028046566;
2017-04-09 11:00:49 -> 支付id：1,充值的游戏渠道：szol_60153_305,支付ip地址：175.42.163.209,手机imei码：869070028046566;
2017-04-09 11:00:49 -> 支付id：1,充值的游戏渠道：szol_60153_305,支付ip地址：175.42.163.209,手机imei码：869070028046566;
2017-04-09 11:31:39 -> 支付id：1,充值的游戏渠道：jztl_60118_169,支付ip地址：113.249.240.244,手机imei码：99000860061947;
2017-04-09 11:57:32 -> 支付id：1,充值的游戏渠道：jztl_60118_283,支付ip地址：49.89.23.179,手机imei码：866673023424333;
2017-04-09 12:38:08 -> 支付id：1,充值的游戏渠道：tmfyol_60168_168,支付ip地址：61.158.147.217,手机imei码：862305036471886;
2017-04-09 12:49:58 -> 支付id：1,充值的游戏渠道：jztl_60118_304,支付ip地址：116.114.23.49,手机imei码：861939038306392;
2017-04-09 12:50:02 -> 支付id：1,充值的游戏渠道：jztl_60118_304,支付ip地址：116.114.23.49,手机imei码：861939038306392;
2017-04-09 13:06:42 -> 支付id：1,充值的游戏渠道：szol_60153_305,支付ip地址：14.16.53.211,手机imei码：A1000054814E28;
2017-04-09 13:06:42 -> 支付id：1,充值的游戏渠道：szol_60153_305,支付ip地址：14.16.53.211,手机imei码：A1000054814E28;
2017-04-09 13:06:49 -> 支付id：1,充值的游戏渠道：szol_60153_305,支付ip地址：14.16.53.211,手机imei码：A1000054814E28;
2017-04-09 13:06:53 -> 支付id：1,充值的游戏渠道：szol_60153_305,支付ip地址：14.16.53.211,手机imei码：A1000054814E28;
2017-04-09 13:18:38 -> 支付id：1,充值的游戏渠道：jztl_60118_304,支付ip地址：171.113.56.179,手机imei码：862187036563015;
2017-04-09 13:22:51 -> 支付id：1,充值的游戏渠道：jztl_60118_304,支付ip地址：116.114.23.49,手机imei码：861939038306392;
2017-04-09 13:30:30 -> 支付id：1,充值的游戏渠道：mhsw_60137_269,支付ip地址：36.63.209.8,手机imei码：A000004925E2A4;
2017-04-09 14:02:40 -> 支付id：1,充值的游戏渠道：mhsw_60137_289,支付ip地址：223.104.109.92,手机imei码：868795021228537;
2017-04-09 14:02:55 -> 支付id：1,充值的游戏渠道：mhsw_60137_289,支付ip地址：223.104.109.92,手机imei码：868795021228537;
2017-04-09 14:17:25 -> 支付id：1,充值的游戏渠道：djkw_60145_283,支付ip地址：117.136.40.206,手机imei码：864587025600710;
2017-04-09 14:17:26 -> 支付id：1,充值的游戏渠道：djkw_60145_283,支付ip地址：117.136.40.206,手机imei码：864587025600710;
2017-04-09 14:17:37 -> 支付id：1,充值的游戏渠道：djkw_60145_283,支付ip地址：117.136.40.206,手机imei码：864587025600710;
2017-04-09 14:17:37 -> 支付id：1,充值的游戏渠道：djkw_60145_283,支付ip地址：117.136.40.206,手机imei码：864587025600710;
2017-04-09 14:23:12 -> 支付id：1,充值的游戏渠道：mhsw_60137_304,支付ip地址：106.118.163.177,手机imei码：640124440320393;
2017-04-09 15:12:54 -> 支付id：1,充值的游戏渠道：tmfyol_60168_168,支付ip地址：223.211.95.14,手机imei码：869989029975913;
2017-04-09 15:38:16 -> 支付id：1,充值的游戏渠道：tmfyol_60168_292,支付ip地址：112.97.62.184,手机imei码：862746032020849;
2017-04-09 16:04:39 -> 支付id：1,充值的游戏渠道：qyxxc_60174_308,支付ip地址：112.224.19.219,手机imei码：867601024613074;
2017-04-09 16:38:57 -> 支付id：1,充值的游戏渠道：jztl_60118_283,支付ip地址：222.79.209.70,手机imei码：862609035249015;
2017-04-09 17:19:17 -> 支付id：1,充值的游戏渠道：jztl_60118_304,支付ip地址：183.225.211.203,手机imei码：862341032558228;
2017-04-09 18:05:05 -> 支付id：1,充值的游戏渠道：bzgl_60158_246,支付ip地址：120.11.147.203,手机imei码：869894020446833;
2017-04-09 18:15:07 -> 支付id：1,充值的游戏渠道：jztl_60118_169,支付ip地址：112.224.67.163,手机imei码：862963037093040;
2017-04-09 18:20:22 -> 支付id：1,充值的游戏渠道：bzgl_60158_246,支付ip地址：120.11.147.203,手机imei码：869894020446833;
2017-04-09 19:38:33 -> 支付id：1,充值的游戏渠道：mhsw_60137_304,支付ip地址：144.255.144.67,手机imei码：86295303565995;
